FeatureCode,DateCode,Measurement,Units,Value,Age,Sex,Migration Source,Migration Type
S92000003,2008,Count,People,28,66 years,Male,To-from Overseas,In
S92000003,2008,Count,People,13,72 years,Male,To-from Overseas,In
S92000003,2008,Count,People,7,76 years,Male,To-from Overseas,In
S92000003,2008,Count,People,9,78 years,Male,To-from Overseas,In
S92000003,2008,Count,People,20,67 years,Male,To-from Overseas,In
S92000003,2008,Count,People,9,77 years,Male,To-from Overseas,In
S92000003,2008,Count,People,78,53 years,Male,To-from Overseas,In
S92000003,2002,Count,People,39,57 years,Male,To-from Overseas,In
S92000003,2002,Count,People,41,58 years,Male,To-from Overseas,In
S92000003,2002,Count,People,52,52 years,Male,To-from Overseas,In
S92000003,2015,Count,People,3,89 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,-3,82 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,30,60 years,Male,To-from Overseas,In
S92000003,2002,Count,People,1,87 years,Male,To-from Overseas,In
S92000003,2002,Count,People,1,88 years,Male,To-from Overseas,In
S92000003,2002,Count,People,1,82 years,Male,To-from Overseas,In
S92000003,2002,Count,People,53,53 years,Male,To-from Overseas,In
S92000003,2002,Count,People,23,59 years,Male,To-from Overseas,In
S92000003,2002,Count,People,4,81 years,Male,To-from Overseas,In
S92000003,2015,Count,People,3,88 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,13,90 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,21,68 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,64,49 years,Male,To-from Overseas,In
S92000003,2002,Count,People,198,37 years,Male,To-from Overseas,In
S92000003,2015,Count,People,21,65 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,10,81 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,45,64 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,-6,78 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,46,67 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,31,66 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,24,66 years,Male,To-from Overseas,In
S92000003,2002,Count,People,20,67 years,Male,To-from Overseas,In
S92000003,2002,Count,People,436,30 years,Male,To-from Overseas,In
S92000003,2002,Count,People,14,70 years,Male,To-from Overseas,In
S92000003,2002,Count,People,50,54 years,Male,To-from Overseas,In
S92000003,2002,Count,People,12,68 years,Male,To-from Overseas,In
S92000003,2002,Count,People,757,25 years,Male,To-from Overseas,In
S92000003,2002,Count,People,607,26 years,Male,To-from Overseas,In
S92000003,2002,Count,People,316,33 years,Male,To-from Overseas,In
S92000003,2002,Count,People,465,19 years,Male,To-from Overseas,In
S92000003,2002,Count,People,378,31 years,Male,To-from Overseas,In
S92000003,2002,Count,People,12,69 years,Male,To-from Overseas,In
S92000003,2002,Count,People,29,61 years,Male,To-from Overseas,In
S92000003,2002,Count,People,19,62 years,Male,To-from Overseas,In
S92000003,2002,Count,People,3,80 years,Male,To-from Overseas,In
S92000003,2002,Count,People,3,83 years,Male,To-from Overseas,In
S92000003,2002,Count,People,1,84 years,Male,To-from Overseas,In
S92000003,2002,Count,People,56,55 years,Male,To-from Overseas,In
S92000003,2002,Count,People,24,63 years,Male,To-from Overseas,In
S92000003,2002,Count,People,37,56 years,Male,To-from Overseas,In
S92000003,2002,Count,People,23,64 years,Male,To-from Overseas,In
S92000003,2002,Count,People,20,65 years,Male,To-from Overseas,In
S92000003,2012,Count,People,-18,52 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-9,57 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-12,51 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-20,55 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-23,67 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-19,56 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,-6,84 years,Male,To-from Rest of UK,Net
S92000003,2012,Count,People,16,35 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,-9,85 years,Male,To-from Rest of UK,Net
S92000003,2012,Count,People,-18,59 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-9,58 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,-34,47 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,-42,44 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,-34,50 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,37,36 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,25,37 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,5,49 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-11,66 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-19,53 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-18,64 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-30,65 years,Male,To-from Overseas,Net
S92000003,2012,Count,People,-23,54 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,66,47 years,Male,To-from Overseas,In
S92000003,2002,Count,People,710,22 years,Male,To-from Overseas,In
S92000003,2002,Count,People,91,45 years,Male,To-from Overseas,In
S92000003,2002,Count,People,110,44 years,Male,To-from Overseas,In
S92000003,2002,Count,People,61,50 years,Male,To-from Overseas,In
S92000003,2002,Count,People,88,46 years,Male,To-from Overseas,In
S92000003,2002,Count,People,64,48 years,Male,To-from Overseas,In
S92000003,2002,Count,People,177,38 years,Male,To-from Overseas,In
S92000003,2002,Count,People,61,51 years,Male,To-from Overseas,In
S92000003,2002,Count,People,223,36 years,Male,To-from Overseas,In
S92000003,2002,Count,People,274,34 years,Male,To-from Overseas,In
S92000003,2015,Count,People,-3,83 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,175,39 years,Male,To-from Overseas,In
S92000003,2002,Count,People,170,40 years,Male,To-from Overseas,In
S92000003,2015,Count,People,5,86 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,-6,79 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,-3,80 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,2,87 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,146,41 years,Male,To-from Overseas,In
S92000003,2002,Count,People,136,43 years,Male,To-from Overseas,In
S92000003,2002,Count,People,279,35 years,Male,To-from Overseas,In
S92000003,2002,Count,People,139,42 years,Male,To-from Overseas,In
S92000003,2002,Count,People,99,12 years,Male,To-from Overseas,In
S92000003,2002,Count,People,120,13 years,Male,To-from Overseas,In
S92000003,2002,Count,People,118,7 years,Male,To-from Overseas,In
S92000003,2002,Count,People,59,24 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,58,25 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,165,15 years,Male,To-from Overseas,In
S92000003,2002,Count,People,135,6 years,Male,To-from Overseas,In
S92000003,2002,Count,People,14750,All,Male,To-from Overseas,In
S92000003,2002,Count,People,143,5 years,Male,To-from Overseas,In
S92000003,2002,Count,People,156,14 years,Male,To-from Overseas,In
S92000003,2002,Count,People,109,11 years,Male,To-from Overseas,In
S92000003,2002,Count,People,144,8 years,Male,To-from Overseas,In
S92000003,2005,Count,People,51,18 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,26,6 years,Male,To-from Overseas,Net
S92000003,2005,Count,People,34,17 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,3076,All,Male,To-from Overseas,Net
S92000003,2014,Count,People,74,0 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,29,7 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,3,11 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,100,23 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-24,10 years,Male,To-from Overseas,Net
S92000003,2005,Count,People,115,21 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,232,22 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-3,85 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-6,84 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-10,79 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,105,10 years,Male,To-from Overseas,In
S92000003,2002,Count,People,134,9 years,Male,To-from Overseas,In
S92000003,2008,Count,People,-6,83 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,9,7 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,57,8 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,26,6 years,Male,To-from Rest of UK,Net
S92000003,2008,Count,People,-6,87 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-4,86 years,Male,To-from Overseas,Net
S92000003,2005,Count,People,738,19 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,223,2 years,Male,To-from Overseas,In
S92000003,2005,Count,People,74,9 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,214,1 year,Male,To-from Overseas,In
S92000003,2002,Count,People,149,0 years,Male,To-from Overseas,In
S92000003,2005,Count,People,396,20 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,-237,23 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,11,15 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,46,22 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,92,8 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,46,16 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,85,10 years,Male,To-from Overseas,In
S92000003,2003,Count,People,90,11 years,Male,To-from Overseas,In
S92000003,2003,Count,People,110,6 years,Male,To-from Overseas,In
S92000003,2017,Count,People,64,10 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,30,14 years,Male,To-from Overseas,Net
S92000003,2003,Count,People,128,14 years,Male,To-from Overseas,In
S92000003,2017,Count,People,27,3 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,104,13 years,Male,To-from Overseas,In
S92000003,2003,Count,People,184,4 years,Male,To-from Overseas,In
S92000003,2003,Count,People,117,5 years,Male,To-from Overseas,In
S92000003,2003,Count,People,90,12 years,Male,To-from Overseas,In
S92000003,2014,Count,People,436,19 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,70,31 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,165,18 years,Male,To-from Overseas,Net
S92000003,2017,Count,People,74,4 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,98,30 years,Male,To-from Overseas,Net
S92000003,2017,Count,People,53,2 years,Male,To-from Rest of UK,Net
S92000003,2017,Count,People,60,9 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,73,2 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,71,1 year,Male,To-from Overseas,Net
S92000003,2014,Count,People,27,13 years,Male,To-from Overseas,Net
S92000003,2017,Count,People,65,8 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,72,13 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,103,7 years,Male,To-from Overseas,In
S92000003,2005,Count,People,100,6 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,109,8 years,Male,To-from Overseas,In
S92000003,2005,Count,People,90,5 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,118,9 years,Male,To-from Overseas,In
S92000003,2014,Count,People,47,4 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,53,3 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,41,5 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,22,12 years,Male,To-from Overseas,Net
S92000003,2014,Count,People,48,15 years,Male,To-from Overseas,Net
S92000003,2003,Count,People,128,0 years,Male,To-from Overseas,In
S92000003,2017,Count,People,32,11 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,84,10 years,Male,To-from Rest of UK,Net
S92000003,2017,Count,People,38,7 years,Male,To-from Rest of UK,Net
S92000003,2003,Count,People,181,3 years,Male,To-from Overseas,In
S92000003,2003,Count,People,13323,All,Male,To-from Overseas,In
S92000003,2005,Count,People,119,11 years,Male,To-from Rest of UK,Net
S92000003,2014,Count,People,20,9 years,Male,To-from Overseas,Net
S92000003,2005,Count,People,100,7 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,55,12 years,Male,To-from Rest of UK,Net
S92000003,2005,Count,People,90,14 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,-86,26 years,Male,To-from Overseas,Net
S92000003,2009,Count,People,11,51 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-61,27 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,64,63 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,-31,28 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,88,59 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,84,60 years,Male,To-from Rest of UK,Net
S92000003,2009,Count,People,-3,83 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,52,61 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,51,62 years,Male,To-from Rest of UK,Net
S92000003,2009,Count,People,13,53 years,Male,To-from Overseas,Net
S92000003,2009,Count,People,-9,65 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-4,72 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,138,17 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-4,70 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,209,19 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,222,20 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,129,18 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-43,33 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-50,34 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-51,31 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-3,71 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-13,35 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-87,29 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-11,40 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-28,42 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-41,39 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-58,37 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,15,13 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,188,4 years,Male,To-from Overseas,In
S92000003,2002,Count,People,-42,45 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,202,3 years,Male,To-from Overseas,In
S92000003,2002,Count,People,-22,30 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-33,41 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,14,77 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,-19,73 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,13,74 years,Male,To-from Rest of UK,Net
S92000003,2009,Count,People,17,54 years,Male,To-from Overseas,Net
S92000003,2009,Count,People,-6,52 years,Male,To-from Overseas,Net
S92000003,2009,Count,People,-1,84 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-41,36 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-46,38 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-24,44 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,-5,75 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,-37,32 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,53,3 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,24,15 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,93,2 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,38,14 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,422,20 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,7,11 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,37,17 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,33,9 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,69,18 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,120,1 year,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,46,10 years,Male,To-from Rest of UK,Net
S92000003,2008,Count,People,-1,80 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-3,82 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-3,78 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-5,90 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-2,89 years,Male,To-from Overseas,Net
S92000003,2008,Count,People,-1,88 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,30,13 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,848,19 years,Male,To-from Rest of UK,Net
S92000003,2015,Count,People,13,16 years,Male,To-from Rest of UK,Net
S92000003,2008,Count,People,0,81 years,Male,To-from Overseas,Net
S92000003,2015,Count,People,19,12 years,Male,To-from Rest of UK,Net
S92000003,2002,Count,People,-6,66 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,5,8 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-3,67 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,0,9 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,1,12 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-10,7 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-12,68 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-10,69 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-14,65 years,Male,To-from Overseas,Net
S92000003,2002,Count,People,-11,74 years,Male,To-from Overseas,Net
